	Unnamed: 0	belief	argument	label	explanation	generated_explanation	random_explanation
96	1054	Surrogacy can be lucrative.	Surrogacy can be a dangerous practice.	counter	(surrogacy; has property; harm)(harm; created by; dangerous practice)(dangerous practice; not part of; lucrative)	surrogacy hascontext business hasproperty expensive distinctfrom lucrative	
97	733	Those who commit crimes must be punished	People guilty of crimes do not deserve to be free	support	(people; capable of; guilty of crimes)(guilty of crimes; synonym of; commit crimes)(guilty of crimes; not capable of; be free)(be free; antonym of; be punished)	people capableof get away with crime hassubevent be punished	punished not desires person has a people 
98	2091	Telemarketers should be banned.	Telemarketing is an industry that employs thousands of people and should not be banned.	counter	(telemarketers; part of; telemarketing)(telemarketing; capable of; employs thousands)(employs thousands; not desires; banned)	telemarketers _isa people receivesaction banned	
99	796	Payday loans are necessary for some.	Payday loans give money to those who need it.	support	(payday loans; capable of; give money)(give money; has context; who need it)(who need it; synonym of; necessary for some)	payday loans _usedfor credit card _atlocation credit card wallet hasproperty necessary for some	payday causes desire spend_money causes buying_beer has prequisite money 
100	1521	the olympic games mainly benefit the rich.	Poor talented athletes get sponsorship to compete olympic games so they can afford it.	counter	(poor talented athletes; receives action; sponsorship)(sponsorship; used for; olympic games)(sponsorship; not used for; rich)(sponsorship; causes; afford)	poor talented athletes capableof afford	games has property fun motivated by goal compete 
101	56	algorithmic trading should be banned	algorithmic trading is new and exciting	counter	(algorithmic trading; is a; new idea)(new idea; capable of; exciting)(exciting; not receives action; banned)	algorithmic trading _hascontext ban	trading used for getting_onto_web causes finding_information causes exciting 
102	31	Marriage is still important.	Marriage is still quite common.	support	(marriage; has property; quite common)(quite common; used for; most people)(most people; causes; still important)	marriage hasproperty still important	
103	1046	everyone should be able to keep and bear arms.	The right to bear arms is dangerous.	counter	(bear arms; capable of; harmful)(harmful; causes; dangerous)(dangerous; used for; everyone)	bear arms _capableof all people _isa everyone	bear at location park at location cat at location arms 
104	512	School prayer should not be allowed	It is unnecessary for non-religious students to participate in prayer	support	(non-religious; not desires; participate in prayer)(participate in prayer; at location; school)(school; made of; students)(students; not desires; school prayer)	non-religious _hascontext school prayer	school at location audience at location church at location prayer 
105	2143	School prayer goes against first amendment rights of kids by forcing beliefs.	Not every child wants to be prohibited from believing in God.	counter	(child; desires; believing in god)(school prayer; causes; believing in god)(believing in god; part of; first amendment)	child _isa orphan hascontext amendment _isa first amendment	prayer at location church used for learn capable of child 
106	277	People can be abusive online very easily.	Compassion is lost in anonymity.	support	(online; causes; anonymity)(anonymity; capable of; abusive)(abusive; not used for; compassion)(compassion; created by; people)	online _hasproperty people	abusive capable of vexatious_litigant capable of shout capable of person desires compassion 
